client_id,sess_id,timeon
4205.00,0.00,440.53
4206.00,0.00,1.03
4207.00,0.00,1434.62
4208.00,0.00,535.19
4209.00,0.00,2102.98
4210.00,0.00,7908.01
4211.00,0.00,968.94
4212.00,0.00,571.66
4213.00,0.00,5586.32
4214.00,0.00,363.74
4215.00,0.00,2523.11
4216.00,0.00,45.81
4217.00,0.00,1388.09
4218.00,0.00,454.00
4219.00,0.00,2017.14
4220.00,0.00,851.98
4221.00,0.00,743.02
4222.00,0.00,5084.66
4223.00,0.00,1626.72
4224.00,0.00,2301.45
4225.00,0.00,1.06
4226.00,0.00,4.99
4227.00,0.00,715.39
4228.00,0.00,1144.87
4229.00,0.00,54.39
4230.00,0.00,862.27
4231.00,0.00,242.77
4232.00,0.00,1615.94
4233.00,0.00,6784.97
4234.00,0.00,765.20
4235.00,0.00,1317.70
4236.00,0.00,775.12
4237.00,0.00,6537.27
4238.00,0.00,182.04
4239.00,0.00,3329.51
4240.00,0.00,3435.33
4241.00,0.00,5767.84
4242.00,0.00,2864.30
4243.00,0.00,3223.35
4244.00,0.00,177.84
4245.00,0.00,2358.26
4246.00,0.00,1171.30
4247.00,0.00,1447.70
4248.00,0.00,2193.22
4249.00,0.00,23.06
4250.00,0.00,520.17
4251.00,0.00,2832.26
4252.00,0.00,1474.46
4253.00,0.00,2743.10
4254.00,0.00,179.74
4255.00,0.00,653.79
4256.00,0.00,650.86
4257.00,0.00,994.04
4258.00,0.00,359.10
4259.00,0.00,1226.06
4260.00,0.00,55.36
4261.00,0.00,4157.06
4262.00,0.00,1795.82
4263.00,0.00,94.64
4264.00,0.00,1306.63
4265.00,0.00,694.97
4266.00,0.00,5786.81
4267.00,0.00,2821.59
4268.00,0.00,1830.10
4269.00,0.00,11903.65
4270.00,0.00,687.14
4271.00,0.00,1577.12
4272.00,0.00,3839.02
4273.00,0.00,557.73
4274.00,0.00,4823.44
4275.00,0.00,729.70
4276.00,0.00,2042.32
4277.00,0.00,9465.57
4278.00,0.00,4374.45
4279.00,0.00,708.07
4280.00,0.00,436.63
4281.00,0.00,141.14
4282.00,0.00,2395.61
4283.00,0.00,1561.70
4284.00,0.00,77.12
4285.00,0.00,2.51
4286.00,0.00,2073.48
4287.00,0.00,75.72
4288.00,0.00,1255.20
4289.00,0.00,39.43
4290.00,0.00,3246.90
4291.00,0.00,2.22
4292.00,0.00,541.23
4293.00,0.00,477.31
4294.00,0.00,76.66
4295.00,0.00,2948.18
4296.00,0.00,571.79
4297.00,0.00,7537.30
4298.00,0.00,777.84
4299.00,0.00,2937.63
4300.00,0.00,2201.24
4301.00,0.00,799.63
4302.00,0.00,1247.76
4303.00,0.00,807.62
4304.00,0.00,543.31
4305.00,0.00,1254.36
4306.00,0.00,103.12
4307.00,0.00,223.92
4308.00,0.00,2347.91
4309.00,0.00,303.09
4310.00,0.00,827.78
4311.00,0.00,5073.71
4312.00,0.00,65.98
4313.00,0.00,3.02
4314.00,0.00,534.49
4315.00,0.00,278.22
4316.00,0.00,3262.45
4317.00,0.00,283.62
4318.00,0.00,667.62
4319.00,0.00,341.42
4320.00,0.00,5986.27
4321.00,0.00,12.87
4322.00,0.00,1455.09
4323.00,0.00,183.27
4324.00,0.00,359.74
4325.00,0.00,5322.29
4326.00,0.00,183.52
4327.00,0.00,49.60
4328.00,0.00,3578.13
4329.00,0.00,2130.48
4330.00,0.00,1285.76
4331.00,0.00,235.66
4332.00,0.00,723.82
4333.00,0.00,2290.09
4334.00,0.00,711.26
4335.00,0.00,758.25
4336.00,0.00,767.95
4337.00,0.00,1927.22
4338.00,0.00,1023.92
4339.00,0.00,111.21
4340.00,0.00,142.60
4341.00,0.00,2949.12
4342.00,0.00,1391.32
4343.00,0.00,50.11
4344.00,0.00,19.26
4345.00,0.00,925.48
4346.00,0.00,179.19
4347.00,0.00,207.00
4348.00,0.00,2008.52
4349.00,0.00,6645.58
4350.00,0.00,2092.51
4351.00,0.00,197.30
4352.00,0.00,4469.51
4353.00,0.00,2082.35
4354.00,0.00,856.31
4355.00,0.00,582.10
4356.00,0.00,5877.52
4357.00,0.00,16.87
4358.00,0.00,1349.32
4359.00,0.00,52.80
4360.00,0.00,5037.46
4361.00,0.00,183.44
4362.00,0.00,8.79
4363.00,0.00,372.15
4364.00,0.00,1761.93
4365.00,0.00,1394.40
4366.00,0.00,7870.99
4367.00,0.00,1811.86
4368.00,0.00,460.27
4369.00,0.00,167.07
4370.00,0.00,4103.97
4371.00,0.00,626.65
4372.00,0.00,453.76
4373.00,0.00,839.25
4374.00,0.00,280.68
4375.00,0.00,604.55
4376.00,0.00,26.07
4377.00,0.00,1.23
4378.00,0.00,382.64
4379.00,0.00,492.33
4380.00,0.00,10.89
4381.00,0.00,18.35
4382.00,0.00,852.04
4383.00,0.00,144.80
4384.00,0.00,4836.58
4385.00,0.00,1159.20
4386.00,0.00,198.73
4387.00,0.00,934.03
4388.00,0.00,9.38
4389.00,0.00,1374.22
4390.00,0.00,9753.82
4391.00,0.00,864.78
4392.00,0.00,4932.87
4393.00,0.00,4976.33
4394.00,0.00,2436.18
4395.00,0.00,1.65
4396.00,0.00,204.57
4397.00,0.00,1175.76
4398.00,0.00,5488.73
4399.00,0.00,4963.35
4400.00,0.00,1067.23
4401.00,0.00,2984.36
4402.00,0.00,338.14
4403.00,0.00,5570.85
4404.00,0.00,254.58
4405.00,0.00,4571.70
4406.00,0.00,1266.44
4407.00,0.00,1049.21
4408.00,0.00,415.66
4409.00,0.00,3394.18
4410.00,0.00,527.83
4411.00,0.00,3002.26
4412.00,0.00,318.08
4413.00,0.00,3940.09
4414.00,0.00,1709.52
4415.00,0.00,449.12
4416.00,0.00,1453.14
4417.00,0.00,142.35
4418.00,0.00,3944.13
4419.00,0.00,2207.35
4420.00,0.00,3025.68
4421.00,0.00,274.21
4422.00,0.00,2169.46
4423.00,0.00,561.76
4424.00,0.00,28.93
4425.00,0.00,2942.05
4426.00,0.00,582.67
4427.00,0.00,810.29
4428.00,0.00,1918.74
4429.00,0.00,1807.01
4430.00,0.00,860.90
4431.00,0.00,3583.83
4432.00,0.00,3085.14
4433.00,0.00,2404.87
4434.00,0.00,2717.50
4435.00,0.00,818.69
4436.00,0.00,1808.25
4437.00,0.00,28.31
4438.00,0.00,3749.45
4439.00,0.00,13049.86
4440.00,0.00,37.87
4441.00,0.00,852.70
4442.00,0.00,123.17
4443.00,0.00,5230.36
4444.00,0.00,5360.34
4445.00,0.00,1408.55
4446.00,0.00,2122.55
4447.00,0.00,420.50
4448.00,0.00,1742.13
4449.00,0.00,37.38
4450.00,0.00,2492.98
4451.00,0.00,1.12
4452.00,0.00,2404.60
4453.00,0.00,2892.51
4454.00,0.00,313.81
4455.00,0.00,9.28
4456.00,0.00,6610.89
4457.00,0.00,102.70
4458.00,0.00,25.28
4459.00,0.00,483.86
4460.00,0.00,2414.62
4461.00,0.00,3849.16
4462.00,0.00,24.72
4463.00,0.00,312.31
4464.00,0.00,208.75
4465.00,0.00,2782.39
4466.00,0.00,1278.93
4467.00,0.00,804.14
4468.00,0.00,808.83
4469.00,0.00,396.01
4470.00,0.00,110.92
4471.00,0.00,523.09
4472.00,0.00,5754.82
4473.00,0.00,942.25
4474.00,0.00,27.16
4475.00,0.00,86.89
4476.00,0.00,3793.22
4477.00,0.00,867.70
4478.00,0.00,502.07
4479.00,0.00,174.81
4480.00,0.00,2814.56
4481.00,0.00,804.71
4482.00,0.00,1906.42
4483.00,0.00,8893.92
4484.00,0.00,2407.94
4485.00,0.00,833.71
4486.00,0.00,288.54
4487.00,0.00,817.36
4488.00,0.00,360.40
4489.00,0.00,597.87
4490.00,0.00,1834.77
4491.00,0.00,438.15
4492.00,0.00,6977.74
4493.00,0.00,704.47
4494.00,0.00,1839.03
4495.00,0.00,2337.86
4496.00,0.00,312.73
4497.00,0.00,1193.92
4498.00,0.00,27.50
4499.00,0.00,2206.70
4500.00,0.00,24.96
4501.00,0.00,146.42
4502.00,0.00,5603.98
4503.00,0.00,1351.51
4504.00,0.00,3503.15
4505.00,0.00,712.83
4506.00,0.00,29.91
4507.00,0.00,562.42
4508.00,0.00,1385.40
4509.00,0.00,1644.88
4510.00,0.00,3059.70
4511.00,0.00,5924.67
4512.00,0.00,6007.21
4513.00,0.00,3.92
4514.00,0.00,143.67
4515.00,0.00,1033.80
4516.00,0.00,451.01
4517.00,0.00,503.97
4518.00,0.00,2486.54
4519.00,0.00,10.00
4520.00,0.00,1892.30
4521.00,0.00,157.25
4522.00,0.00,1607.49
4523.00,0.00,283.73
4524.00,0.00,7654.05
4525.00,0.00,4141.27
4526.00,0.00,1883.82
4527.00,0.00,2073.87
4528.00,0.00,793.68
4529.00,0.00,67.62
4530.00,0.00,7076.22
4531.00,0.00,3096.10
4532.00,0.00,3627.87
4533.00,0.00,110.98
4534.00,0.00,6731.53
4535.00,0.00,1.92
4536.00,0.00,2036.40
4537.00,0.00,1002.06
4538.00,0.00,411.63
4539.00,0.00,2307.79
4540.00,0.00,4097.59
4541.00,0.00,1455.61
4542.00,0.00,4613.74
4543.00,0.00,2511.51
4544.00,0.00,5746.78
4545.00,0.00,113.85
4546.00,0.00,1427.64
4547.00,0.00,425.18
4548.00,0.00,271.95
4549.00,0.00,2548.00
4550.00,0.00,2631.02
4551.00,0.00,1.11
4552.00,0.00,1.15
4553.00,0.00,748.47
4554.00,0.00,1888.05
4555.00,0.00,119.55
4556.00,0.00,8.53
4557.00,0.00,923.94
4558.00,0.00,764.06
4559.00,0.00,41.71
4560.00,0.00,1739.27
4561.00,0.00,370.36
4562.00,0.00,1252.85
4563.00,0.00,788.67
4564.00,0.00,1280.68
4565.00,0.00,86.39
4566.00,0.00,1107.02
4567.00,0.00,6424.48
4568.00,0.00,105.58
4569.00,0.00,1063.79
4570.00,0.00,791.69
4571.00,0.00,917.36
4572.00,0.00,4461.18
4573.00,0.00,2063.43
4574.00,0.00,957.48
4575.00,0.00,298.93
4576.00,0.00,1393.52
4577.00,0.00,312.27
4578.00,0.00,19.95
4579.00,0.00,1613.84
4580.00,0.00,1407.85
4581.00,0.00,847.14
4582.00,0.00,555.15
4583.00,0.00,278.83
4584.00,0.00,1871.14
4585.00,0.00,647.45
4586.00,0.00,836.61
4587.00,0.00,4148.28
4588.00,0.00,2707.18
4589.00,0.00,984.80
4590.00,0.00,852.30
4591.00,0.00,217.02
4592.00,0.00,1736.47
4593.00,0.00,17.74
4594.00,0.00,4789.51
4595.00,0.00,1072.07
4596.00,0.00,120.17
4597.00,0.00,722.01
4598.00,0.00,123.95
4599.00,0.00,301.64
4600.00,0.00,30.08
4601.00,0.00,379.19
4602.00,0.00,4578.96
4603.00,0.00,3580.21
4604.00,0.00,3655.03
4605.00,0.00,2735.89
4606.00,0.00,5.34
4607.00,0.00,2289.61
4608.00,0.00,355.46
4609.00,0.00,93.04
4610.00,0.00,1422.37
4611.00,0.00,89.55
4612.00,0.00,1171.53
4613.00,0.00,342.91
4614.00,0.00,4.73
4615.00,0.00,7377.87
4616.00,0.00,4275.59
4617.00,0.00,6434.84
4618.00,0.00,929.21
4619.00,0.00,1613.18
4620.00,0.00,2473.63
4621.00,0.00,1746.46
4622.00,0.00,152.00
4623.00,0.00,2662.04
4624.00,0.00,4.42
4625.00,0.00,274.84
4626.00,0.00,3917.21
4627.00,0.00,5140.36
4628.00,0.00,1221.85
4629.00,0.00,249.55
4630.00,0.00,1911.89
4631.00,0.00,4.04
4632.00,0.00,1382.74
4633.00,0.00,14.18
4634.00,0.00,234.64
4635.00,0.00,509.79
4636.00,0.00,3201.75
4637.00,0.00,4021.36
4638.00,0.00,813.21
4639.00,0.00,210.76
4640.00,0.00,424.96
4641.00,0.00,1501.51
4642.00,0.00,72.10
4643.00,0.00,1788.99
4644.00,0.00,252.66
4645.00,0.00,528.67
4646.00,0.00,7188.68
4647.00,0.00,85.02
4648.00,0.00,1285.72
4649.00,0.00,5.22
4650.00,0.00,295.61
4651.00,0.00,4.14
4652.00,0.00,1714.87
4653.00,0.00,124.70
4654.00,0.00,515.63
4655.00,0.00,224.37
4656.00,0.00,590.24
4657.00,0.00,1439.59
4658.00,0.00,8.18
4659.00,0.00,4190.88
4660.00,0.00,437.57
4661.00,0.00,1.53
4662.00,0.00,318.65
4663.00,0.00,90.58
4664.00,0.00,5212.62
4665.00,0.00,334.64
4666.00,0.00,1954.33
4667.00,0.00,4949.71
4668.00,0.00,30.83
4669.00,0.00,712.85
4670.00,0.00,1845.38
4671.00,0.00,2129.75
4672.00,0.00,128.17
4673.00,0.00,450.72
4674.00,0.00,641.79
4675.00,0.00,24.92
4676.00,0.00,319.88
4677.00,0.00,688.11
4678.00,0.00,2812.98
4679.00,0.00,1216.84
4680.00,0.00,305.49
4681.00,0.00,287.49
4682.00,0.00,437.44
4683.00,0.00,431.98
4684.00,0.00,1402.98
4685.00,0.00,1012.69
4686.00,0.00,340.08
4687.00,0.00,628.42
4688.00,0.00,718.32
4689.00,0.00,667.92
4690.00,0.00,444.62
4691.00,0.00,1953.72
4692.00,0.00,106.09
4693.00,0.00,537.74
4694.00,0.00,87.56
4695.00,0.00,4420.22
4696.00,0.00,1482.53
4697.00,0.00,4843.82
4698.00,0.00,4853.53
4699.00,0.00,109.26
4700.00,0.00,4844.82
4701.00,0.00,871.36
4702.00,0.00,6284.61
4703.00,0.00,11825.28
4704.00,0.00,202.88
4705.00,0.00,53.89
4706.00,0.00,54.53
4707.00,0.00,6780.89
4708.00,0.00,156.59
4709.00,0.00,576.74
4710.00,0.00,248.50
4711.00,0.00,961.86
4712.00,0.00,82.88
4713.00,0.00,3474.68
4714.00,0.00,1396.90
4715.00,0.00,350.32
4716.00,0.00,3954.30
4717.00,0.00,97.81
4718.00,0.00,5.27
4719.00,0.00,1743.23
4720.00,0.00,501.38
4721.00,0.00,84.12
4722.00,0.00,2195.01
4723.00,0.00,514.79
4724.00,0.00,1111.93
4725.00,0.00,1891.95
4726.00,0.00,2506.08
4727.00,0.00,5437.24
4728.00,0.00,106.62
4729.00,0.00,57.92
4730.00,0.00,734.40
4731.00,0.00,1581.39
4732.00,0.00,785.43
4733.00,0.00,792.94
4734.00,0.00,1.09
4735.00,0.00,2617.53
4736.00,0.00,1163.64
4737.00,0.00,4141.45
4738.00,0.00,2621.99
4739.00,0.00,5.97
4740.00,0.00,310.54
4741.00,0.00,587.44
4742.00,0.00,36.73
4743.00,0.00,6183.77
4744.00,0.00,1029.83
4745.00,0.00,2694.26
4746.00,0.00,271.23
4747.00,0.00,2043.11
4748.00,0.00,684.05
4749.00,0.00,233.93
4750.00,0.00,2283.44
4751.00,0.00,2040.36
4752.00,0.00,645.96
4753.00,0.00,183.49
4754.00,0.00,19.35
4755.00,0.00,2464.10
4756.00,0.00,1763.39
4757.00,0.00,80.11
4758.00,0.00,5850.22
4759.00,0.00,808.40
4760.00,0.00,1583.56
4761.00,0.00,14.29
4762.00,0.00,333.70
4763.00,0.00,3324.92
4764.00,0.00,3475.58
4765.00,0.00,370.21
4766.00,0.00,537.35
4767.00,0.00,33.81
4768.00,0.00,3.65
4769.00,0.00,3000.56
4770.00,0.00,3530.85
4771.00,0.00,3048.22
4772.00,0.00,808.99
4773.00,0.00,1.22
4774.00,0.00,6643.57
4775.00,0.00,1681.28
4776.00,0.00,5465.76
4777.00,0.00,7.44
4778.00,0.00,2502.96
4779.00,0.00,834.92
4780.00,0.00,1962.33
4781.00,0.00,1054.77
4782.00,0.00,1157.67
4783.00,0.00,6080.70
4784.00,0.00,2118.56
4785.00,0.00,1181.49
4786.00,0.00,2009.00
4787.00,0.00,38.28
4788.00,0.00,764.99
4789.00,0.00,6879.05
4790.00,0.00,7875.73
4791.00,0.00,2503.25
4792.00,0.00,7478.26
4793.00,0.00,29.43
4794.00,0.00,96.66
4795.00,0.00,1.05
4796.00,0.00,234.49
4797.00,0.00,3081.65
4798.00,0.00,752.62
4799.00,0.00,1552.76
4800.00,0.00,2345.69
4801.00,0.00,787.68
4802.00,0.00,11416.25
4803.00,0.00,1263.20
4804.00,0.00,495.47
4805.00,0.00,711.87
4806.00,0.00,3010.74
4807.00,0.00,5059.70
4808.00,0.00,4245.76
4809.00,0.00,435.07
4810.00,0.00,609.48
4811.00,0.00,211.13
4812.00,0.00,46.64
4813.00,0.00,1640.58
4814.00,0.00,1187.07
4815.00,0.00,272.84
4816.00,0.00,2559.98
4817.00,0.00,1888.81
4818.00,0.00,816.94
4819.00,0.00,1403.31
4820.00,0.00,175.49
4821.00,0.00,514.46
4822.00,0.00,1529.22
4823.00,0.00,727.85
4824.00,0.00,3190.77
4825.00,0.00,1370.14
4826.00,0.00,677.01
4827.00,0.00,637.11
4828.00,0.00,1003.06
4829.00,0.00,703.22
4830.00,0.00,84.77
4831.00,0.00,1.74
4832.00,0.00,1683.08
4833.00,0.00,764.03
4834.00,0.00,422.44
4835.00,0.00,3351.10
4836.00,0.00,2680.05
4837.00,0.00,7284.36
4838.00,0.00,12.92
4839.00,0.00,2404.81
4840.00,0.00,4.06
4841.00,0.00,1333.89
4842.00,0.00,1390.96
4843.00,0.00,313.48
4844.00,0.00,3314.87
4845.00,0.00,3686.63
4846.00,0.00,600.47
4847.00,0.00,130.59
4848.00,0.00,1.36
4849.00,0.00,3.10
4850.00,0.00,25.52
4851.00,0.00,2141.19
4852.00,0.00,1008.28
4853.00,0.00,1519.72
4854.00,0.00,2768.88
4855.00,0.00,5505.74
4856.00,0.00,170.24
4857.00,0.00,33.15
4858.00,0.00,461.42
4859.00,0.00,3291.90
4860.00,0.00,1353.96
4861.00,0.00,669.95
4862.00,0.00,473.14
4863.00,0.00,1708.68
4864.00,0.00,40.34
4865.00,0.00,4.44
4866.00,0.00,574.44
4867.00,0.00,2250.57
4868.00,0.00,762.60
4869.00,0.00,4430.75
4870.00,0.00,3445.04
4871.00,0.00,8577.12
4872.00,0.00,84.90
4873.00,0.00,139.75
4874.00,0.00,534.11
4875.00,0.00,1573.68
4876.00,0.00,1571.64
4877.00,0.00,1202.17
4878.00,0.00,279.37
4879.00,0.00,993.42
4880.00,0.00,2467.89
4881.00,0.00,2509.26
4882.00,0.00,1429.55
4883.00,0.00,362.04
4884.00,0.00,3746.15
4885.00,0.00,1976.13
4886.00,0.00,1072.94
4887.00,0.00,302.28
4888.00,0.00,7.19
4889.00,0.00,288.72
4890.00,0.00,4912.12
4891.00,0.00,997.01
4892.00,0.00,131.87
4893.00,0.00,1545.87
4894.00,0.00,393.10
4895.00,0.00,7143.97
4896.00,0.00,565.17
4897.00,0.00,449.96
4898.00,0.00,1.24
4899.00,0.00,624.87
4900.00,0.00,3677.92
4901.00,0.00,194.17
4902.00,0.00,1463.78
4903.00,0.00,1527.87
4904.00,0.00,422.84
4905.00,0.00,15.56
4906.00,0.00,1391.18
4907.00,0.00,4871.72
4908.00,0.00,2381.17
4909.00,0.00,154.75
4910.00,0.00,2210.95
4911.00,0.00,923.35
4912.00,0.00,15.99
4913.00,0.00,7088.32
4914.00,0.00,2414.88
4915.00,0.00,1143.92
4916.00,0.00,327.56
4917.00,0.00,1087.97
4918.00,0.00,52.82
4919.00,0.00,179.78
4920.00,0.00,503.70
4921.00,0.00,1374.52
4922.00,0.00,7677.42
4923.00,0.00,1593.14
4924.00,0.00,881.22
4925.00,0.00,9010.78
4926.00,0.00,12.87
4927.00,0.00,788.62
4928.00,0.00,4.55
4929.00,0.00,138.38
4930.00,0.00,1288.38
4931.00,0.00,113.54
4932.00,0.00,279.79
4933.00,0.00,2342.61
4934.00,0.00,3163.48
4935.00,0.00,3022.25
4936.00,0.00,696.64
4937.00,0.00,5409.34
4938.00,0.00,1637.48
4939.00,0.00,21.46
4940.00,0.00,58.31
4941.00,0.00,117.72
4942.00,0.00,206.63
4943.00,0.00,10.05
4944.00,0.00,20.00
4945.00,0.00,627.37
4946.00,0.00,405.32
4947.00,0.00,4093.20
4948.00,0.00,349.27
4949.00,0.00,439.95
4950.00,0.00,1038.12
4951.00,0.00,1062.26
4952.00,0.00,61.37
4953.00,0.00,2381.24
4954.00,0.00,1173.32
4955.00,0.00,325.19
4956.00,0.00,442.38
4957.00,0.00,2215.02
4958.00,0.00,630.86
4959.00,0.00,507.87
4960.00,0.00,5985.86
4961.00,0.00,30.35
4962.00,0.00,5822.50
4963.00,0.00,36.01
4964.00,0.00,2917.71
4965.00,0.00,150.94
4966.00,0.00,71.86
4967.00,0.00,4539.57
4968.00,0.00,1850.33
4969.00,0.00,2358.67
4970.00,0.00,71.27
4971.00,0.00,1413.64
4972.00,0.00,372.56
4973.00,0.00,1539.41
4974.00,0.00,453.94
4975.00,0.00,257.95
4976.00,0.00,2856.29
4977.00,0.00,320.25
4978.00,0.00,1097.45
4979.00,0.00,4006.39
4980.00,0.00,77.62
4981.00,0.00,730.09
4982.00,0.00,517.62
4983.00,0.00,32.45
4984.00,0.00,6438.55
4985.00,0.00,1505.75
4986.00,0.00,321.30
4987.00,0.00,4257.97
4988.00,0.00,250.16
4989.00,0.00,3246.80
4990.00,0.00,23.66
4991.00,0.00,576.89
4992.00,0.00,642.10
4993.00,0.00,1978.59
4994.00,0.00,2046.70
4995.00,0.00,758.14
4996.00,0.00,3473.75
4997.00,0.00,4397.71
4998.00,0.00,1225.08
4999.00,0.00,1505.08
5000.00,0.00,2681.75
5001.00,0.00,353.59
5002.00,0.00,114.35
5003.00,0.00,25.72
5004.00,0.00,1355.98
5005.00,0.00,701.76
5006.00,0.00,908.64
5007.00,0.00,1971.82
5008.00,0.00,7628.15
5009.00,0.00,832.84
5010.00,0.00,3138.64
5011.00,0.00,1807.04
5012.00,0.00,471.56
5013.00,0.00,727.79
5014.00,0.00,17.61
5015.00,0.00,3896.29
5016.00,0.00,1808.63
5017.00,0.00,1027.85
5018.00,0.00,1362.96
5019.00,0.00,2720.56
5020.00,0.00,1626.03
5021.00,0.00,10768.06
5022.00,0.00,3247.96
5023.00,0.00,4214.16
5024.00,0.00,276.93
5025.00,0.00,532.14
5026.00,0.00,981.61
5027.00,0.00,1659.35
5028.00,0.00,1645.80
5029.00,0.00,739.25
5030.00,0.00,845.52
5031.00,0.00,1328.12
5032.00,0.00,3299.51
5033.00,0.00,1023.62
5034.00,0.00,3163.00
5035.00,0.00,205.92
5036.00,0.00,1505.95
5037.00,0.00,3319.08
5038.00,0.00,985.83
5039.00,0.00,202.28
5040.00,0.00,1284.97
5041.00,0.00,3467.50
5042.00,0.00,212.77
5043.00,0.00,6.15
5044.00,0.00,1772.72
5045.00,0.00,1385.44
5046.00,0.00,24.48
5047.00,0.00,147.96
5048.00,0.00,249.31
5049.00,0.00,117.08
5050.00,0.00,1168.31
5051.00,0.00,32.80
5052.00,0.00,2493.99
5053.00,0.00,889.90
5054.00,0.00,239.19
5055.00,0.00,54.07
5056.00,0.00,686.32
5057.00,0.00,1139.92
5058.00,0.00,1114.24
5059.00,0.00,1150.12
5060.00,0.00,261.90
5061.00,0.00,2991.22
5062.00,0.00,3392.07
5063.00,0.00,2188.35
5064.00,0.00,1055.43
5065.00,0.00,702.54
5066.00,0.00,98.88
5067.00,0.00,2175.69
5068.00,0.00,3439.40
5069.00,0.00,7284.90
5070.00,0.00,798.04
5071.00,0.00,3497.74
5072.00,0.00,4.27
5073.00,0.00,374.69
5074.00,0.00,81.50
5075.00,0.00,9496.64
5076.00,0.00,703.12
5077.00,0.00,4028.70
5078.00,0.00,3482.96
5079.00,0.00,12.66
5080.00,0.00,2361.82
5081.00,0.00,44.53
5082.00,0.00,962.35
5083.00,0.00,9.25
5084.00,0.00,6677.87
5085.00,0.00,1220.71
5086.00,0.00,1344.55
5087.00,0.00,4459.44
5088.00,0.00,3246.66
5089.00,0.00,188.16
5090.00,0.00,355.92
5091.00,0.00,6392.84
5092.00,0.00,12174.49
5093.00,0.00,236.28
5094.00,0.00,6112.37
5095.00,0.00,1009.49
5096.00,0.00,853.76
5097.00,0.00,797.77
5098.00,0.00,623.16
5099.00,0.00,264.87
5100.00,0.00,743.18
5101.00,0.00,3419.49
5102.00,0.00,1990.30
5103.00,0.00,4453.67
5104.00,0.00,113.23
5105.00,0.00,130.02
5106.00,0.00,2612.86
5107.00,0.00,536.19
5108.00,0.00,2424.95
5109.00,0.00,41.48
5110.00,0.00,1115.32
5111.00,0.00,88.70
5112.00,0.00,1123.03
5113.00,0.00,1086.95
5114.00,0.00,254.97
5115.00,0.00,6390.52
5116.00,0.00,4698.96
5117.00,0.00,1118.56
5118.00,0.00,324.67
5119.00,0.00,546.27
5120.00,0.00,104.82
5121.00,0.00,464.46
5122.00,0.00,18.59
5123.00,0.00,3038.43
5124.00,0.00,3797.94
5125.00,0.00,3831.14
5126.00,0.00,104.25
5127.00,0.00,1518.95
5128.00,0.00,3404.55
5129.00,0.00,2145.18
5130.00,0.00,451.30
5131.00,0.00,954.07
5132.00,0.00,328.13
5133.00,0.00,3065.70
5134.00,0.00,3107.83
5135.00,0.00,1443.96
5136.00,0.00,1223.52
5137.00,0.00,60.20
5138.00,0.00,121.53
5139.00,0.00,80.50
5140.00,0.00,2206.07
5141.00,0.00,410.67
5142.00,0.00,376.26
5143.00,0.00,4143.04
5144.00,0.00,1950.84
5145.00,0.00,137.84
5146.00,0.00,945.94
5147.00,0.00,1200.54
5148.00,0.00,3190.70
5149.00,0.00,357.86
5150.00,0.00,83.81
5151.00,0.00,604.67
5152.00,0.00,89.16
5153.00,0.00,3587.00
5154.00,0.00,134.20
5155.00,0.00,948.53
5156.00,0.00,4103.13
5157.00,0.00,11324.41
5158.00,0.00,1186.93
5159.00,0.00,1305.04
5160.00,0.00,916.64
5161.00,0.00,294.85
5162.00,0.00,1.70
5163.00,0.00,1505.95
5164.00,0.00,61.86
5165.00,0.00,5606.05
5166.00,0.00,1258.10
5167.00,0.00,638.56
5168.00,0.00,352.02
5169.00,0.00,123.69
5170.00,0.00,1076.84
5171.00,0.00,7.92
5172.00,0.00,166.95
5173.00,0.00,4738.90
5174.00,0.00,137.35
5175.00,0.00,3546.98
5176.00,0.00,1247.59
5177.00,0.00,17.90
5178.00,0.00,1117.45
5179.00,0.00,443.21
5180.00,0.00,25.87
5181.00,0.00,1225.37
5182.00,0.00,232.61
5183.00,0.00,374.33
5184.00,0.00,1738.37
5185.00,0.00,4422.55
5186.00,0.00,6552.14
5187.00,0.00,819.79
5188.00,0.00,2.24
5189.00,0.00,1231.83
5190.00,0.00,931.79
5191.00,0.00,265.23
5192.00,0.00,131.74
5193.00,0.00,278.87
5194.00,0.00,437.05
5195.00,0.00,932.49
5196.00,0.00,524.62
5197.00,0.00,2138.19
5198.00,0.00,429.91
5199.00,0.00,482.55
5200.00,0.00,99.09
5201.00,0.00,160.57
5202.00,0.00,4217.97
5203.00,0.00,191.01
5204.00,0.00,1025.44
5205.00,0.00,1539.49
5206.00,0.00,1963.09
5207.00,0.00,1257.69
5208.00,0.00,1831.84
5209.00,0.00,2615.58
5210.00,0.00,7252.01
5211.00,0.00,1445.40
5212.00,0.00,114.32
5213.00,0.00,1651.27
5214.00,0.00,941.86
5215.00,0.00,175.78
5216.00,0.00,7505.15
5217.00,0.00,17.37
5218.00,0.00,1453.32
5219.00,0.00,226.56
5220.00,0.00,2884.23
5221.00,0.00,1876.38
5222.00,0.00,4023.83
5223.00,0.00,214.43
5224.00,0.00,6651.07
5225.00,0.00,3768.15
5226.00,0.00,8897.91
5227.00,0.00,1160.88
5228.00,0.00,943.81
5229.00,0.00,1650.20
5230.00,0.00,4329.40
5231.00,0.00,32.37
5232.00,0.00,79.60
5233.00,0.00,940.80
5234.00,0.00,433.96
5235.00,0.00,1137.56
5236.00,0.00,579.92
5237.00,0.00,4148.47
5238.00,0.00,454.67
5239.00,0.00,2803.23
5240.00,0.00,2723.19
5241.00,0.00,3056.23
